volcanonumber,volcanoname,stratovolcano,caldera,dome,shield,submarine,complex,lava_cone,pyroclastic_cone,compound,maar,explosion_crater,fissure_vent,subduction,rift,intraplate,continental,ctcrust1,elevation,volume,eruptionssince1960,avgrepose,mafic,intermediate,felsic,summit_crater,h_bw,ellip,meanslope
371030,krysuvik-trolladyngja,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14.35,360.0,,7.0,68216.83333,1.0,0.0,0.0,0,,,
282050,kuchinoerabujima,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
282120,kujusan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.67,1791.0,25.9,1.0,116995.0,0.0,1.0,0.0,0,0.084,1.63,17.2
283120,kusatsu-shiranesan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.72,2165.0,43.0,4.0,5340.25,0.0,1.0,0.0,0,0.055,1.38,12.9
257070,kuwae,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.69,-2.0,,2.0,2625.5,1.0,1.0,0.0,0,,,
373050,kverkfjoll,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.13,1930.0,,1.0,3248.0,1.0,0.0,1.0,0,,,
383010,la palma,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14.16,2426.0,112.0,1.0,8123.0,1.0,1.0,1.0,0,0.114,1.78,16.5
252010,langila,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.47,1330.0,16.3,16.0,418.125,1.0,1.0,0.0,0,0.148,1.33,17.3
355100,lascar,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
243070,lateiki,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,11.11,43.0,,5.0,9749.6,0.0,1.0,0.0,0,,,
358060,lautaro,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.0,3542.0,78.0,4.0,1746.75,0.0,1.0,0.0,0,0.134,1.72,20.5
222120,"lengai, ol doinyo",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,31.0,2962.0,15.7,9.0,939.0,0.0,0.0,1.0,0,0.202,1.26,21.2
264200,leroboleng,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,25.85,1095.0,,1.0,44661.0,0.0,1.0,0.0,0,,,
264180,lewotobi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25.85,1703.0,30.9,8.0,2769.0,0.0,1.0,0.0,0,0.14,1.47,17.2
264230,lewotolok,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.31,1431.0,13.7,2.0,12586.5,1.0,1.0,0.0,0,0.175,1.38,19.7
357110,llaima,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
332000,loihi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.19,-975.0,,1.0,,1.0,0.0,0.0,0,,,
266100,lokon-empung,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
251050,long island,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,22.07,1280.0,96.0,4.0,3404.25,1.0,1.0,0.0,1,0.055,1.43,9.3
357100,lonquimay,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,2832.0,9.4,1.0,20444.0,1.0,1.0,0.0,0,0.172,1.36,18.5
257050,lopevi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.69,1413.0,11.8,19.0,1074.421053,1.0,1.0,0.0,0,0.217,1.48,23.7
333060,macdonald,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.19,-39.0,,10.0,766.3333333,1.0,1.0,0.0,0,,,
266110,mahawu,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1299.0,3.8,1.0,7050.0,1.0,1.0,0.0,0,0.074,1.51,13.5
268070,makian,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1357.0,29.3,1.0,35823.0,1.0,1.0,0.0,1,0.13,1.25,15.5
311310,makushin,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.24,1800.0,69.0,4.0,3897.75,1.0,1.0,0.0,0,0.099,1.52,16.4
251020,manam,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1807.0,30.0,15.0,418.7333333,1.0,1.0,0.0,0,0.17,1.17,15.1
221115,manda hararo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,22.45,600.0,0.3,2.0,684.0,1.0,0.0,0.0,0,0.025,1.38,2.9
261140,marapi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
353080,marchena,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.35,343.0,12.0,1.0,,1.0,0.0,0.0,0,0.025,1.53,3.5
284305,mariana back-arc segment at 15.5°n,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.12,-4100.0,,1.0,,0.0,0.0,0.0,0,,,
234070,marion island,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.8,1230.0,101.0,2.0,8682.0,1.0,1.0,0.0,0,0.062,1.61,9.8
344100,masaya,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.23,594.0,,15.0,1055.8,1.0,1.0,0.0,0,,,
332020,mauna loa,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.5,4170.0,3090.0,2.0,6164.0,1.0,0.0,0.0,0,0.047,1.42,6.5
273030,mayon,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,2462.0,25.8,18.0,1369.166667,1.0,1.0,0.0,0,0.216,1.23,18.6
233005,mayotte,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14.48,660.0,,1.0,,1.0,1.0,1.0,0,,,
234011,mcdonald islands,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16.79,230.0,,4.0,1511.666667,0.0,0.0,1.0,0,,,
263250,merapi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
284131,minami-hiyoshi,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.71,-107.0,,1.0,,0.0,1.0,0.0,0,,,
354010,"misti, el",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.5,5822.0,43.9,1.0,72218.0,0.0,1.0,1.0,0,0.194,1.47,21.3
284040,miyakejima,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.25,775.0,12.0,12.0,2052.25,1.0,1.0,0.0,0,0.097,1.22,12.1
344090,momotombo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1270.0,3.4,1.0,40491.0,1.0,1.0,0.0,0,0.203,1.33,19.0
242050,monowai,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.53,-132.0,,22.0,510.7142857,1.0,0.0,0.0,0,,,
390081,montagu island,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.3,1370.0,,1.0,,1.0,0.0,0.0,0,,,
333030,moua pihaa,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.85,-312.0,,2.0,418.0,1.0,1.0,0.0,0,,,
290100,moyorodake [medvezhia],1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.47,1124.0,7.5,1.0,15072.0,1.0,1.0,1.0,0,0.16,1.5,20.4
300060,mutnovsky,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.91,2288.0,27.7,3.0,6688.333333,1.0,0.0,0.0,1,0.138,1.22,19.5
284070,myojinsho,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.69,11.0,,2.0,1932.0,0.0,1.0,1.0,0,,,
221101,nabro,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16.93,2218.0,63.0,1.0,,1.0,1.0,1.0,1,0.073,1.65,11.5
283150,nasudake,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.53,1915.0,12.2,2.0,1837.0,1.0,1.0,0.0,0,0.084,1.42,17.0
353050,"negra, sierra",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1124.0,152.0,4.0,5542.75,1.0,0.0,0.0,1,0.038,1.17,6.0
344070,"negro, cerro",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,29.22,728.0,,10.0,1491.0,1.0,0.0,0.0,0,,,
386011,nightingale island,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7.19,365.0,,1.0,,1.0,1.0,1.0,0,,,
283090,niigata-yakeyama,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,30.72,2400.0,,9.0,1955.333333,0.0,1.0,0.0,0,,,
265060,nila,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,781.0,3.4,2.0,6602.0,0.0,1.0,0.0,0,0.142,1.86,16.2
284096,nishinoshima,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,25.0,,6.0,3229.0,0.0,1.0,0.0,0,,,
243110,niuafo'ou,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10.06,260.0,2.1,1.0,14065.0,1.0,0.0,0.0,1,0.025,1.16,4.9
331031,north gorda ridge segment,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7.72,-3000.0,,1.0,,1.0,0.0,0.0,0,,,
334040,northern epr at 10.7°n,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7.0,-2900.0,,1.0,,1.0,0.0,0.0,0,,,
334050,northern epr at 9.8°n,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.97,-2500.0,,4.0,5017.25,1.0,0.0,0.0,0,,,
284211,nw rota-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.93,-517.0,,1.0,,1.0,1.0,0.0,0,,,
223020,nyamulagira,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
223030,nyiragongo,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3470.0,30.1,5.0,5754.4,0.0,0.0,0.0,1,0.122,1.63,14.0
241050,okataina,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,35.0,1111.0,,3.0,3642.333333,0.0,0.0,1.0,0,,,
311290,okmok,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,25.28,1073.0,86.0,6.0,2912.5,1.0,1.0,0.0,1,0.042,1.25,9.6
283040,ontakesan,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,37.92,3067.0,21.3,4.0,4190.0,1.0,1.0,1.0,0,0.131,1.54,20.8
342110,pacaya,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0,2569.0,6.0,11.0,2896.909091,1.0,1.0,1.0,0,0.152,1.53,18.9
284170,pagan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,570.0,,11.0,3006.454545,1.0,1.0,0.0,0,,,
264150,paluweh,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.9,875.0,10.6,7.0,4210.571429,1.0,1.0,0.0,0,0.119,1.23,17.8
263100,papandayan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.92,2665.0,27.0,1.0,22002.0,0.0,1.0,0.0,0,0.098,1.46,14.1
312030,pavlof,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,34.0,2493.0,8.7,21.0,949.2857143,1.0,1.0,0.0,0,0.233,1.32,25.2
261030,peuet sague,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.0,2785.0,30.0,6.0,4828.666667,0.0,1.0,0.0,0,0.082,1.53,17.6
273083,pinatubo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,1486.0,123.0,3.0,65924.0,0.0,1.0,0.0,1,0.046,1.3,13.8
357040,planchon-peteroa,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,54.33,3977.0,115.0,7.0,3051.571429,0.0,1.0,0.0,0,0.097,1.82,19.3
345040,poas,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
341090,popocatepetl,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.65,5393.0,98.0,4.0,4510.75,1.0,1.0,0.0,1,0.146,1.22,16.2
390140,protector seamounts,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.05,-55.0,,1.0,,0.0,0.0,1.0,0,,,
351060,purace,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.62,4650.0,105.0,1.0,7200.0,0.0,1.0,0.0,0,0.078,1.33,13.6
357150,puyehue-cordon caulle,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.0,2236.0,11.2,3.0,9382.333333,1.0,1.0,1.0,1,0.105,1.43,15.1
252140,rabaul,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,27.6,688.0,,9.0,2304.111111,1.0,1.0,0.0,0,,,
290250,raikoke,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.51,551.0,0.73,1.0,34826.0,1.0,0.0,0.0,0,0.222,1.27,28.8
264071,ranakah,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,31.62,2350.0,,2.0,699.0,0.0,1.0,0.0,0,,,
242030,raoul island,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11.22,516.0,5.5,2.0,21836.5,1.0,1.0,0.0,1,0.079,2.67,20.5
263340,raung,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.75,3260.0,98.0,26.0,791.3076923,1.0,1.0,0.0,1,0.122,1.23,17.9
313030,redoubt,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,45.6,3108.0,,5.0,7735.8,1.0,1.0,0.0,0,,,
352010,reventador,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.0,3562.0,79.0,8.0,2117.75,1.0,1.0,0.0,0,0.115,1.3,18.7
345020,rincon de la vieja,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
264030,rinjani,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.9,3726.0,263.0,7.0,3168.857143,1.0,1.0,0.0,1,0.096,1.26,16.8
251070,ritter island,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.47,75.0,,4.0,10882.5,1.0,1.0,0.0,0,,,
333020,rocard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.85,-2515.0,,3.0,1149.0,1.0,1.0,0.0,0,,,
267010,ruang,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,725.0,,1.0,19607.0,1.0,1.0,0.0,0,,,
241100,ruapehu,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.67,2797.0,71.0,35.0,424.4285714,0.0,1.0,0.0,0,0.096,1.36,13.1
284202,ruby,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.09,-230.0,,2.0,10740.0,1.0,0.0,0.0,0,,,
351020,"ruiz, nevado del",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.12,5279.0,116.0,4.0,8347.75,0.0,1.0,0.0,0,0.092,1.59,18.4
241130,rumble iii,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.97,-220.0,,5.0,3063.8,1.0,1.0,0.0,0,,,
354006,sabancaya,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.17,5960.0,7.2,7.0,11641.71429,0.0,1.0,0.0,0,0.085,1.81,13.9
344020,san cristobal,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
357020,san jose,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48.33,6070.0,42.4,1.0,366.0,0.0,1.0,0.0,0,0.146,1.5,24.0
343100,san miguel,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
355070,san pedro-san pablo,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,66.13,6142.0,126.0,1.0,8327.0,0.0,1.0,0.0,0,0.126,1.35,15.9
352090,sangay,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47.0,5286.0,77.0,8.0,227.75,0.0,1.0,0.0,0,0.183,1.37,23.2
264050,sangeang api,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.29,1912.0,66.0,6.0,3074.166667,1.0,1.0,0.0,0,0.142,1.22,18.5
343020,santa ana,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.5,2381.0,8.4,1.0,18690.0,1.0,1.0,0.0,1,0.115,1.4,16.4
342030,santa maria,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,18.43,3745.0,16.1,3.0,1664.0,0.0,1.0,0.0,0,0.168,1.31,20.1
290240,sarychev peak,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.51,1496.0,14.3,10.0,2361.9,0.0,1.0,0.0,0,0.2,1.5,20.5
390090,saunders,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.09,843.0,,5.0,7112.8,1.0,1.0,0.0,0,,,
311180,seguam,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.35,1054.0,,3.0,11126.33333,1.0,1.0,0.0,0,,,
263300,semeru,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.6,3657.0,21.0,5.0,378.2,1.0,1.0,0.0,0,0.194,1.46,23.7
311060,semisopochnoi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.82,1221.0,54.0,5.0,10760.0,1.0,1.0,0.0,0,0.07,1.52,12.0
300270,sheveluch,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,3283.0,116.0,12.0,1205.083333,1.0,1.0,0.0,0,0.125,1.42,18.3
285040,shikotsu,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,34.95,1320.0,,3.0,3119.0,0.0,1.0,1.0,0,,,
311360,shishaldin,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.0,2857.0,98.0,15.0,1446.6,1.0,1.0,0.0,0,0.146,1.2,12.4
261080,sinabung,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2460.0,6.9,4.0,110037.0,0.0,1.0,0.0,0,0.19,1.35,18.1
264270,sirung,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.44,862.0,17.0,8.0,3077.0,1.0,1.0,0.0,0,0.121,1.72,15.7
263180,slamet,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3428.0,61.0,9.0,2206.222222,1.0,1.0,0.0,0,0.155,1.46,17.5
341021,socorro,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.0,1050.0,38.0,1.0,15228.0,1.0,1.0,1.0,0,0.08,1.64,10.6
266030,soputan,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
261120,sorikmarapi,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2145.0,7.8,2.0,12624.0,0.0,1.0,0.0,0,0.106,1.73,16.8
360060,soufriere guadeloupe,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24.07,1467.0,10.8,1.0,7194.0,0.0,1.0,0.0,0,0.102,1.32,15.6
360050,soufriere hills,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.95,915.0,7.0,3.0,54307.0,1.0,1.0,0.0,0,0.113,1.38,17.3
360150,soufriere st. vincent,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18.81,1220.0,20.3,3.0,14214.33333,1.0,1.0,0.0,1,0.118,1.51,17.6
284193,south sarigan seamount,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6.95,-184.0,,1.0,,0.0,0.0,0.0,0,,,
334100,southern epr at 8°s,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.96,-2800.0,,1.0,,1.0,0.0,0.0,0,,,
334120,southern epr-segment k,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,6.95,-2566.0,,2.0,11048.0,1.0,0.0,0.0,0,,,
390070,southern thule,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.31,1075.0,,1.0,,1.0,1.0,0.0,0,,,
313040,spurr,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,28.51,3374.0,,1.0,14226.0,0.0,1.0,0.0,0,,,
321050,st. helens,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,43.51,2549.0,16.2,4.0,12830.75,1.0,1.0,0.0,0,0.154,1.36,21.0
211040,stromboli,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.82,924.0,3.5,11.0,88402.3,1.0,1.0,0.0,0,0.228,1.42,26.9
263210,sundoro,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3136.0,18.7,1.0,23689.0,1.0,1.0,0.0,0,0.195,1.33,19.5
284142,supply reef,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.13,-8.0,,2.0,7497.0,0.0,1.0,0.0,0,,,
257010,suretamatai,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.52,921.0,2.8,1.0,38173.0,1.0,1.0,0.0,0,0.058,1.86,9.1
282030,suwanosejima,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26.32,796.0,6.2,11.0,415.1818182,0.0,1.0,0.0,0,0.127,2.12,17.2
273070,taal,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.84,311.0,,10.0,4008.4,1.0,1.0,0.0,0,,,
341130,tacana,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19.34,4064.0,52.0,1.0,13180.0,0.0,1.0,0.0,0,0.174,1.48,24.8
243120,tafu-maka,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.87,-1400.0,,1.0,,1.0,0.0,0.0,0,,,
221010,"tair, jebel at",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25.04,244.0,0.45,1.0,45561.0,1.0,1.0,0.0,0,0.066,1.58,9.4
261160,talang,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2575.0,21.6,9.0,5322.555556,0.0,1.0,0.0,0,0.125,1.65,16.5
264040,tambora,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.79,2850.0,640.0,1.0,31957.0,1.0,1.0,0.0,1,0.069,1.15,11.2
263090,tangkuban parahu,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2084.0,7.9,9.0,2520.666667,1.0,1.0,0.0,1,0.084,1.5,11.4
264260,"tara, batu",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.67,633.0,1.44,1.0,56386.0,1.0,1.0,0.0,0,0.225,1.65,27.8
333010,teahitia,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6.85,-1743.0,,4.0,248.0,1.0,1.0,0.0,0,,,
344040,telica,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
263310,tengger caldera,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2329.0,,13.0,1730.846154,1.0,1.0,0.0,0,,,
382050,terceira,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.84,1023.0,8.9,1.0,48017.0,1.0,1.0,0.0,0,0.081,1.39,11.4
256010,tinakula,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.13,796.0,1.87,11.0,2043.818182,0.0,1.0,0.0,0,0.244,1.32,26.3
243060,tofua,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.91,515.0,,2.0,8157.5,0.0,1.0,0.0,0,,,
285050,tokachidake,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2077.0,,5.0,3184.8,1.0,1.0,0.0,0,,,
300240,tolbachik,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,32.67,3611.0,106.0,12.0,1441.583333,1.0,1.0,0.0,1,0.148,1.24,18.5
241080,tongariro,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.67,1978.0,44.0,10.0,1880.1,0.0,1.0,0.0,0,0.075,1.24,11.7
285030,toya,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.86,733.0,3.7,2.0,9117.5,1.0,1.0,1.0,0,0.109,1.52,13.5
312160,trident,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.84,1864.0,4.9,9.0,542.3333333,0.0,1.0,0.0,0,0.16,1.5,24.1
386010,tristan da cunha,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7.19,2060.0,12.4,1.0,95550.0,1.0,1.0,0.0,0,0.179,1.24,21.0
352080,tungurahua,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48.99,5023.0,92.0,5.0,5511.4,0.0,1.0,0.0,0,0.168,1.64,21.0
357010,tupungatito,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,48.33,5660.0,,7.0,1445.571429,0.0,1.0,0.0,0,,,
345070,turrialba,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
354020,ubinas,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65.0,5672.0,22.6,5.0,4123.0,0.0,1.0,1.0,1,0.16,1.51,18.2
312131,ukinrek maars,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,32.0,91.0,,1.0,,1.0,1.0,0.0,0,,,
252120,ulawun,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
290160,unnamed,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,25.79,-502.0,,1.0,,0.0,0.0,0.0,0,,,
243091,unnamed,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.84,-40.0,,1.0,,0.0,1.0,0.0,0,,,
243030,unnamed,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10.35,-296.0,,2.0,17084.5,0.0,0.0,0.0,0,,,
282100,unzendake,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26.0,1483.0,55.0,2.0,36397.0,0.0,1.0,0.0,0,0.078,1.58,13.2
244000,vailulu'u,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.23,-592.0,,3.0,5426.0,1.0,0.0,0.0,0,,,
312070,veniaminof,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2507.0,344.0,15.0,1465.466667,1.0,1.0,0.0,0,0.066,1.31,12.1
